strain	trait	value
JU2811	max.temp-36mo	22.6216776625825
JU2825	min.temp-36mo	6.10745986779981
JU2825	q10.temp-36mo	7.07544853635505
JU2825	q25.temp-36mo	8.09976392823418
JU2825	mean.temp-36mo	9.90379517911449
JU2825	median.temp-36mo	9.87110481586402
JU2825	q75.temp-36mo	11.6868744098206
JU2825	q90.temp-36mo	12.8302266288952
JU2825	max.temp-36mo	13.8467422096317
JU2829	min.temp-36mo	Inf
JU2829	q10.temp-36mo	11.5044318181818
JU2829	q25.temp-36mo	11.6446022727273
JU2829	mean.temp-36mo	11.8476109307359
JU2829	median.temp-36mo	11.8409090909091
JU2829	q75.temp-36mo	12.0525568181818
JU2829	q90.temp-36mo	12.1942045454545
JU2829	max.temp-36mo	-Inf
JU2838	min.temp-36mo	11.0835394862036
JU2838	q10.temp-36mo	11.8403330161751
JU2838	q25.temp-36mo	13.0130114176974
JU2838	mean.temp-36mo	15.945389651579
JU2838	median.temp-36mo	15.2247859181732
JU2838	q75.temp-36mo	18.5962416745956
JU2838	q90.temp-36mo	20.8568411037108
JU2838	max.temp-36mo	22.0080875356803
JU2841	min.temp-36mo	9.80712250712251
JU2841	q10.temp-36mo	10.4761728395062
JU2841	q25.temp-36mo	11.3500949667616
JU2841	mean.temp-36mo	13.6041191832858
JU2841	median.temp-36mo	13.4591168091168
JU2841	q75.temp-36mo	15.6346391263058
JU2841	q90.temp-36mo	17.0812250712251
JU2841	max.temp-36mo	17.7534662867996
JU2853	min.temp-36mo	Inf
JU2853	q10.temp-36mo	17.542096597146
JU2853	q25.temp-36mo	18.1595225027442
JU2853	mean.temp-36mo	19.2988058002625
JU2853	median.temp-36mo	19.2564763995609
JU2853	q75.temp-36mo	20.4475576289791
JU2853	q90.temp-36mo	21.1665642151482
JU2853	max.temp-36mo	-Inf
JU2862	min.temp-36mo	7.99905392620624
JU2862	q10.temp-36mo	8.71258278145695
JU2862	q25.temp-36mo	10.3751182592242
JU2862	mean.temp-36mo	12.1470304083427
JU2862	median.temp-36mo	12.3552507095553
JU2862	q75.temp-36mo	14.178334910123
JU2862	q90.temp-36mo	15.0038789025544
JU2862	max.temp-36mo	15.5714285714286
JU2866	min.temp-36mo	Inf
JU2866	q10.temp-36mo	15.4081203703704
JU2866	q25.temp-36mo	16.2631481481481
JU2866	mean.temp-36mo	18.2799518535673
JU2866	median.temp-36mo	17.9110648148148
JU2866	q75.temp-36mo	20.3290740740741
JU2866	q90.temp-36mo	21.5426666666667
JU2866	max.temp-36mo	-Inf
JU2878	min.temp-36mo	Inf
JU2878	q10.temp-36mo	15.2319184890656
JU2878	q25.temp-36mo	16.6344184890656
JU2878	mean.temp-36mo	18.5873591782637
JU2878	median.temp-36mo	19.0857355864811
JU2878	q75.temp-36mo	20.8283051689861
JU2878	q90.temp-36mo	21.7123956262425
JU2878	max.temp-36mo	-Inf
JU2879	min.temp-36mo	Inf
JU2879	q10.temp-36mo	15.2319184890656
JU2879	q25.temp-36mo	16.6344184890656
JU2879	mean.temp-36mo	18.5873591782637
JU2879	median.temp-36mo	19.0857355864811
JU2879	q75.temp-36mo	20.8283051689861
JU2879	q90.temp-36mo	21.7123956262425
JU2879	max.temp-36mo	-Inf
JU2906	min.temp-36mo	10.3575871819039
JU2906	q10.temp-36mo	11.4081432610745
JU2906	q25.temp-36mo	12.7146088595664
JU2906	mean.temp-36mo	15.7706755087035
JU2906	median.temp-36mo	15.5776154571159
JU2906	q75.temp-36mo	18.8120640904807
JU2906	q90.temp-36mo	20.4592365692743
JU2906	max.temp-36mo	21.3709707822809
JU2907	min.temp-36mo	10.3575871819039
JU2907	q10.temp-36mo	11.4081432610745
JU2907	q25.temp-36mo	12.7146088595664
JU2907	mean.temp-36mo	15.7706755087035
JU2907	median.temp-36mo	15.5776154571159
JU2907	q75.temp-36mo	18.8120640904807
JU2907	q90.temp-36mo	20.4592365692743
JU2907	max.temp-36mo	21.3709707822809
JU310	min.temp-36mo	10.5866336633663
JU310	q10.temp-36mo	11.0109777227723
JU310	q25.temp-36mo	11.3610457920792
JU310	mean.temp-36mo	11.8444318921935
JU310	median.temp-36mo	11.8321782178218
JU310	q75.temp-36mo	12.3460705445545
JU310	q90.temp-36mo	12.6795668316832
JU310	max.temp-36mo	13.1074257425743
JU311	min.temp-36mo	7.89443929564411
JU311	q10.temp-36mo	8.82057460611678
JU311	q25.temp-36mo	9.80940685820204
JU311	mean.temp-36mo	12.4586173557711
JU311	median.temp-36mo	12.2188137164041
JU311	q75.temp-36mo	15.081765523633
JU311	q90.temp-36mo	16.5367933271548
JU311	max.temp-36mo	17.3529193697868
JU3125	min.temp-36mo	16.0875589066918
JU3125	q10.temp-36mo	16.9948727615457
JU3125	q25.temp-36mo	17.9195805843544
JU3125	mean.temp-36mo	19.2884262849486
JU3125	median.temp-36mo	19.4461357210179
JU3125	q75.temp-36mo	20.689561734213
JU3125	q90.temp-36mo	21.3019227144204
JU3125	max.temp-36mo	21.9955702167766
JU3127	min.temp-36mo	16.0875589066918
JU3127	q10.temp-36mo	16.9948727615457
JU3127	q25.temp-36mo	17.9195805843544
JU3127	mean.temp-36mo	19.2884262849486
JU3127	median.temp-36mo	19.4461357210179
JU3127	q75.temp-36mo	20.689561734213
JU3127	q90.temp-36mo	21.3019227144204
JU3127	max.temp-36mo	21.9955702167766
JU3132	min.temp-36mo	Inf
JU3132	q10.temp-36mo	7.94486643437863
JU3132	q25.temp-36mo	8.2626887340302
JU3132	mean.temp-36mo	8.77303222376147
JU3132	median.temp-36mo	8.72746806039489
JU3132	q75.temp-36mo	9.26016260162602
JU3132	q90.temp-36mo	9.67842044134727
JU3132	max.temp-36mo	-Inf
JU3134	min.temp-36mo	Inf
JU3134	q10.temp-36mo	7.84858744394619
JU3134	q25.temp-36mo	8.1655269058296
JU3134	mean.temp-36mo	8.6792012466985
JU3134	median.temp-36mo	8.63150224215247
JU3134	q75.temp-36mo	9.1692264573991
JU3134	q90.temp-36mo	9.58738789237668
JU3134	max.temp-36mo	-Inf
JU3135	min.temp-36mo	5.78807511737089
JU3135	q10.temp-36mo	6.72162441314554
JU3135	q25.temp-36mo	7.74178403755869
JU3135	mean.temp-36mo	9.47332441029001
JU3135	median.temp-36mo	9.45183098591549
JU3135	q75.temp-36mo	11.1710093896714
JU3135	q90.temp-36mo	12.3127136150235
JU3135	max.temp-36mo	13.3556807511737
JU3137	min.temp-36mo	6.21067044381492
JU3137	q10.temp-36mo	7.17518413597734
JU3137	q25.temp-36mo	8.18980169971671
JU3137	mean.temp-36mo	9.97785924541843
JU3137	median.temp-36mo	9.94069877242682
JU3137	q75.temp-36mo	11.7473559962229
JU3137	q90.temp-36mo	12.8800188857413
JU3137	max.temp-36mo	13.8954674220963
JU3144	min.temp-36mo	24.3562676720075
JU3144	q10.temp-36mo	24.7325164938737
JU3144	q25.temp-36mo	25.2487747408106
JU3144	mean.temp-36mo	27.1296262116589
JU3144	median.temp-36mo	26.7473138548539
JU3144	q75.temp-36mo	28.8088831291235
JU3144	q90.temp-36mo	30.2524505183789
JU3144	max.temp-36mo	31.0786993402451
JU3224	min.temp-36mo	11.3682352941176
JU3224	q10.temp-36mo	12.0130588235294
JU3224	q25.temp-36mo	12.6676470588235
JU3224	mean.temp-36mo	14.0220693797292
JU3224	median.temp-36mo	14.0558823529412
JU3224	q75.temp-36mo	15.3138235294118
JU3224	q90.temp-36mo	16.0849411764706
JU3224	max.temp-36mo	16.7952941176471
JU3225	min.temp-36mo	11.3682352941176
JU3225	q10.temp-36mo	12.0130588235294
JU3225	q25.temp-36mo	12.6676470588235
JU3225	mean.temp-36mo	14.0220693797292
JU3225	median.temp-36mo	14.0558823529412
JU3225	q75.temp-36mo	15.3138235294118
JU3225	q90.temp-36mo	16.0849411764706
JU3225	max.temp-36mo	16.7952941176471
JU3226	min.temp-36mo	11.3682352941176
JU3226	q10.temp-36mo	12.0130588235294
JU3226	q25.temp-36mo	12.6676470588235
JU3226	mean.temp-36mo	14.0220693797292
JU3226	median.temp-36mo	14.0558823529412
JU3226	q75.temp-36mo	15.3138235294118
JU3226	q90.temp-36mo	16.0849411764706
JU3226	max.temp-36mo	16.7952941176471
JU3228	min.temp-36mo	8.73611764705882
JU3228	q10.temp-36mo	9.41258823529412
JU3228	q25.temp-36mo	10.3571176470588
JU3228	mean.temp-36mo	12.4612478991597
JU3228	median.temp-36mo	12.361
JU3228	q75.temp-36mo	14.4505
JU3228	q90.temp-36mo	15.6746588235294
JU3228	max.temp-36mo	16.4662352941176
JU323	min.temp-36mo	7.89443929564411
JU323	q10.temp-36mo	8.82057460611678
JU323	q25.temp-36mo	9.80940685820204
JU323	mean.temp-36mo	12.4586173557711
JU323	median.temp-36mo	12.2188137164041
JU323	q75.temp-36mo	15.081765523633
JU323	q90.temp-36mo	16.5367933271548
JU323	max.temp-36mo	17.3529193697868
JU3280	min.temp-36mo	6.82105882352941
JU3280	q10.temp-36mo	7.41475294117647
JU3280	q25.temp-36mo	8.30726470588235
JU3280	mean.temp-36mo	10.4717490519285
JU3280	median.temp-36mo	10.5497058823529
JU3280	q75.temp-36mo	12.5119117647059
JU3280	q90.temp-36mo	13.5562588235294
JU3280	max.temp-36mo	14.1597647058824
JU3282	min.temp-36mo	6.82105882352941
JU3282	q10.temp-36mo	7.41475294117647
JU3282	q25.temp-36mo	8.30726470588235
JU3282	mean.temp-36mo	10.4717490519285
JU3282	median.temp-36mo	10.5497058823529
JU3282	q75.temp-36mo	12.5119117647059
JU3282	q90.temp-36mo	13.5562588235294
JU3282	max.temp-36mo	14.1597647058824
JU3291	min.temp-36mo	5.74458823529412
JU3291	q10.temp-36mo	6.64175294117647
JU3291	q25.temp-36mo	7.60655882352941
JU3291	mean.temp-36mo	9.38571842780701
JU3291	median.temp-36mo	9.27747058823529
JU3291	q75.temp-36mo	11.1487352941176
JU3291	q90.temp-36mo	12.3150941176471
JU3291	max.temp-36mo	13.3901176470588
JU346	min.temp-36mo	7.89443929564411
JU346	q10.temp-36mo	8.82057460611678
JU346	q25.temp-36mo	9.80940685820204
JU346	mean.temp-36mo	12.4586173557711
JU346	median.temp-36mo	12.2188137164041
JU346	q75.temp-36mo	15.081765523633
JU346	q90.temp-36mo	16.5367933271548
JU346	max.temp-36mo	17.3529193697868
JU360	min.temp-36mo	10.4142168674699
JU360	q10.temp-36mo	10.8386265060241
JU360	q25.temp-36mo	11.186656626506
JU360	mean.temp-36mo	11.6715669816987
JU360	median.temp-36mo	11.6582530120482
JU360	q75.temp-36mo	12.1737951807229
JU360	q90.temp-36mo	12.5092771084337
JU360	max.temp-36mo	12.9344578313253
JU367	min.temp-36mo	10.4142168674699
JU367	q10.temp-36mo	10.8386265060241
JU367	q25.temp-36mo	11.186656626506
JU367	mean.temp-36mo	11.6715669816987
JU367	median.temp-36mo	11.6582530120482
JU367	q75.temp-36mo	12.1737951807229
JU367	q90.temp-36mo	12.5092771084337
JU367	max.temp-36mo	12.9344578313253
JU393	min.temp-36mo	10.5325153374233
JU393	q10.temp-36mo	10.9581104294479
JU393	q25.temp-36mo	11.3073312883436
JU393	mean.temp-36mo	11.7910744043087
JU393	median.temp-36mo	11.779263803681
JU393	q75.temp-36mo	12.2923926380368
JU393	q90.temp-36mo	12.6269325153374
JU393	max.temp-36mo	13.0542331288344
JU394	min.temp-36mo	10.5325153374233
JU394	q10.temp-36mo	10.9581104294479
JU394	q25.temp-36mo	11.3073312883436
JU394	mean.temp-36mo	11.7910744043087
JU394	median.temp-36mo	11.779263803681
JU394	q75.temp-36mo	12.2923926380368
JU394	q90.temp-36mo	12.6269325153374
JU394	max.temp-36mo	13.0542331288344
JU397	min.temp-36mo	10.5325153374233
JU397	q10.temp-36mo	10.9581104294479
JU397	q25.temp-36mo	11.3073312883436
JU397	mean.temp-36mo	11.7910744043087
JU397	median.temp-36mo	11.779263803681
JU397	q75.temp-36mo	12.2923926380368
JU397	q90.temp-36mo	12.6269325153374
JU397	max.temp-36mo	13.0542331288344
JU406	min.temp-36mo	10.3360427807487
JU406	q10.temp-36mo	10.7389197860963
JU406	q25.temp-36mo	11.076550802139
JU406	mean.temp-36mo	11.5611249518586
JU406	median.temp-36mo	11.5475935828877
JU406	q75.temp-36mo	12.0540909090909
JU406	q90.temp-36mo	12.3902245989305
JU406	max.temp-36mo	12.8124064171123
JU440	min.temp-36mo	10.8318813716404
JU440	q10.temp-36mo	11.2168952734013
JU440	q25.temp-36mo	11.5306997219648
JU440	mean.temp-36mo	12.0103715268911
JU440	median.temp-36mo	11.9883225208526
JU440	q75.temp-36mo	12.4935356811863
JU440	q90.temp-36mo	12.828702502317
JU440	max.temp-36mo	13.2258572752549
JU561	min.temp-36mo	Inf
JU561	q10.temp-36mo	12.3052777777778
JU561	q25.temp-36mo	12.5543650793651
JU561	mean.temp-36mo	12.8982748580055
JU561	median.temp-36mo	12.9171626984127
JU561	q75.temp-36mo	13.248685515873
JU561	q90.temp-36mo	13.4729662698413
JU561	max.temp-36mo	-Inf
JU642	min.temp-36mo	10.4493518518519
JU642	q10.temp-36mo	10.7803055555556
JU642	q25.temp-36mo	11.0708101851852
JU642	mean.temp-36mo	11.5546579903557
JU642	median.temp-36mo	11.5277777777778
JU642	q75.temp-36mo	12.0375462962963
JU642	q90.temp-36mo	12.3597314814815
JU642	max.temp-36mo	12.7049074074074
JU751	min.temp-36mo	10.6521739130435
JU751	q10.temp-36mo	10.9700092506938
JU751	q25.temp-36mo	11.2535152636448
JU751	mean.temp-36mo	11.7405331647701
JU751	median.temp-36mo	11.7085106382979
JU751	q75.temp-36mo	12.2243293246994
JU751	q90.temp-36mo	12.5494819611471
JU751	max.temp-36mo	12.8923219241443
JU774	min.temp-36mo	13.5899721448468
JU774	q10.temp-36mo	14.6270937790158
JU774	q25.temp-36mo	15.7480037140204
JU774	mean.temp-36mo	18.3374829110644
JU774	median.temp-36mo	18.0155988857939
JU774	q75.temp-36mo	21.1261142061281
JU774	q90.temp-36mo	22.3417084493965
JU774	max.temp-36mo	23.1622098421541
JU775	min.temp-36mo	13.5899721448468
JU775	q10.temp-36mo	14.6270937790158
JU775	q25.temp-36mo	15.7480037140204
JU775	mean.temp-36mo	18.3374829110644
JU775	median.temp-36mo	18.0155988857939
JU775	q75.temp-36mo	21.1261142061281
JU775	q90.temp-36mo	22.3417084493965
JU775	max.temp-36mo	23.1622098421541
JU778	min.temp-36mo	13.5899721448468
JU778	q10.temp-36mo	14.6270937790158
JU778	q25.temp-36mo	15.7480037140204
JU778	mean.temp-36mo	18.3374829110644
JU778	median.temp-36mo	18.0155988857939
JU778	q75.temp-36mo	21.1261142061281
JU778	q90.temp-36mo	22.3417084493965
JU778	max.temp-36mo	23.1622098421541
JU782	min.temp-36mo	13.5899721448468
JU782	q10.temp-36mo	14.6270937790158
JU782	q25.temp-36mo	15.7480037140204
JU782	mean.temp-36mo	18.3374829110644
JU782	median.temp-36mo	18.0155988857939
JU782	q75.temp-36mo	21.1261142061281
JU782	q90.temp-36mo	22.3417084493965
JU782	max.temp-36mo	23.1622098421541
JU792	min.temp-36mo	Inf
JU792	q10.temp-36mo	15.7598706467662
JU792	q25.temp-36mo	16.0169402985075
JU792	mean.temp-36mo	16.4630204491987
JU792	median.temp-36mo	16.4387562189055
JU792	q75.temp-36mo	16.8880348258706
JU792	q90.temp-36mo	17.1883084577114
JU792	max.temp-36mo	-Inf
JU830	min.temp-36mo	3.76077705827937
JU830	q10.temp-36mo	4.41703977798335
JU830	q25.temp-36mo	5.23931544865865
JU830	mean.temp-36mo	7.18527931930976
JU830	median.temp-36mo	7.0609158186864
JU830	q75.temp-36mo	9.03168362627197
JU830	q90.temp-36mo	10.1846068455134
JU830	max.temp-36mo	10.9965772432932
JU847	min.temp-36mo	6.6049953746531
JU847	q10.temp-36mo	7.64735430157262
JU847	q25.temp-36mo	8.90860314523589
JU847	mean.temp-36mo	11.360653472619
JU847	median.temp-36mo	11.3722479185939
JU847	q75.temp-36mo	13.8234273820537
JU847	q90.temp-36mo	15.067178538390401
JU847	max.temp-36mo	15.9669750231267
KR314	min.temp-36mo	8.24421831637373
KR314	q10.temp-36mo	8.87696577243293
KR314	q25.temp-36mo	10.0820999074931
KR314	mean.temp-36mo	11.0715428565588
KR314	median.temp-36mo	11.3432007400555
KR314	q75.temp-36mo	12.2900092506938
KR314	q90.temp-36mo	12.7528214616096
KR314	max.temp-36mo	13.1147086031452
LKC34	min.temp-36mo	24.8337811900192
LKC34	q10.temp-36mo	25.9391170825336
LKC34	q25.temp-36mo	27.5817658349328
LKC34	mean.temp-36mo	28.988581482497
LKC34	median.temp-36mo	29.5339731285988
LKC34	q75.temp-36mo	30.8890115163148
LKC34	q90.temp-36mo	31.6212284069098
LKC34	max.temp-36mo	32.1063339731286
LSJ1	min.temp-36mo	6.18418131359852
LSJ1	q10.temp-36mo	6.955467160037
LSJ1	q25.temp-36mo	7.85330712303423
LSJ1	mean.temp-36mo	9.66592982865004
LSJ1	median.temp-36mo	9.65920444033302
LSJ1	q75.temp-36mo	11.4261563367253
LSJ1	q90.temp-36mo	12.4185383903793
LSJ1	max.temp-36mo	13.1145235892692
MY1	min.temp-36mo	Inf
MY1	q10.temp-36mo	7.27332428765265
MY1	q25.temp-36mo	8.31529850746269
MY1	mean.temp-36mo	10.4642900120313
MY1	median.temp-36mo	10.6716417910448
MY1	q75.temp-36mo	12.5950814111262
MY1	q90.temp-36mo	13.352184531886
MY1	max.temp-36mo	-Inf
MY10	min.temp-36mo	6.20465549348231
MY10	q10.temp-36mo	7.0466108007448804
MY10	q25.temp-36mo	8.08603351955307
MY10	mean.temp-36mo	10.4841430665431
MY10	median.temp-36mo	10.4432029795158
MY10	q75.temp-36mo	12.8411312849162
MY10	q90.temp-36mo	14.0082960893855
MY10	max.temp-36mo	14.8540037243948
MY16	min.temp-36mo	6.20465549348231
MY16	q10.temp-36mo	7.0466108007448804
MY16	q25.temp-36mo	8.08603351955307
MY16	mean.temp-36mo	10.4841430665431
MY16	median.temp-36mo	10.4432029795158
MY16	q75.temp-36mo	12.8411312849162
MY16	q90.temp-36mo	14.0082960893855
MY16	max.temp-36mo	14.8540037243948
MY18	min.temp-36mo	6.20465549348231
MY18	q10.temp-36mo	7.0466108007448804
MY18	q25.temp-36mo	8.08603351955307
MY18	mean.temp-36mo	10.4841430665431
MY18	median.temp-36mo	10.4432029795158
MY18	q75.temp-36mo	12.8411312849162
MY18	q90.temp-36mo	14.0082960893855
MY18	max.temp-36mo	14.8540037243948
MY2147	min.temp-36mo	7.62143671607754
MY2147	q10.temp-36mo	8.30045610034207
MY2147	q25.temp-36mo	9.25114025085519
MY2147	mean.temp-36mo	10.7136457010714
MY2147	median.temp-36mo	10.8175598631699
MY2147	q75.temp-36mo	12.2098061573546
MY2147	q90.temp-36mo	12.960661345496
MY2147	max.temp-36mo	13.4675028506271
MY2212	min.temp-36mo	7.63283922462942
MY2212	q10.temp-36mo	8.3169897377423
MY2212	q25.temp-36mo	9.26995438996579
MY2212	mean.temp-36mo	10.7204260988443
MY2212	median.temp-36mo	10.8261117445838
MY2212	q75.temp-36mo	12.2083808437856
MY2212	q90.temp-36mo	12.9519954389966
MY2212	max.temp-36mo	13.4572405929304
MY23	min.temp-36mo	6.20465549348231
MY23	q10.temp-36mo	7.0466108007448804
MY23	q25.temp-36mo	8.08603351955307
MY23	mean.temp-36mo	10.4841430665431
MY23	median.temp-36mo	10.4432029795158
MY23	q75.temp-36mo	12.8411312849162
MY23	q90.temp-36mo	14.0082960893855
MY23	max.temp-36mo	14.8540037243948
MY2453	min.temp-36mo	Inf
MY2453	q10.temp-36mo	7.03674
MY2453	q25.temp-36mo	7.996575
MY2453	mean.temp-36mo	10.0793175553455
MY2453	median.temp-36mo	10.0989
MY2453	q75.temp-36mo	12.116325
MY2453	q90.temp-36mo	13.18549
MY2453	max.temp-36mo	-Inf
MY2530	min.temp-36mo	7.68985176738883
MY2530	q10.temp-36mo	8.35564424173318
MY2530	q25.temp-36mo	9.2881984036488
MY2530	mean.temp-36mo	10.6083427889095
MY2530	median.temp-36mo	10.7240592930445
MY2530	q75.temp-36mo	11.9780501710376
MY2530	q90.temp-36mo	12.6625997719498
MY2530	max.temp-36mo	13.1379703534778
MY2535	min.temp-36mo	Inf
MY2535	q10.temp-36mo	6.97705294705295
MY2535	q25.temp-36mo	7.93494005994006
MY2535	mean.temp-36mo	10.0022226924464
MY2535	median.temp-36mo	10.0195304695305
MY2535	q75.temp-36mo	12.0286713286713
MY2535	q90.temp-36mo	13.0896803196803
MY2535	max.temp-36mo	-Inf
MY2573	min.temp-36mo	Inf
MY2573	q10.temp-36mo	6.95762237762238
MY2573	q25.temp-36mo	7.9219030969031
MY2573	mean.temp-36mo	9.99251434613898
MY2573	median.temp-36mo	10.0097402597403
MY2573	q75.temp-36mo	12.0241008991009
MY2573	q90.temp-36mo	13.0865734265734
MY2573	max.temp-36mo	-Inf
MY2585	min.temp-36mo	7.6830102622577
MY2585	q10.temp-36mo	8.3497149372862
MY2585	q25.temp-36mo	9.28135689851767
MY2585	mean.temp-36mo	10.6046823251851
MY2585	median.temp-36mo	10.72748004561
MY2585	q75.temp-36mo	11.9746294184721
MY2585	q90.temp-36mo	12.6533637400228
MY2585	max.temp-36mo	13.1277080957811
MY2693	min.temp-36mo	8.56050228310502
MY2693	q10.temp-36mo	9.24497716894977
MY2693	q25.temp-36mo	10.19149543379
MY2693	mean.temp-36mo	11.3608972811844
MY2693	median.temp-36mo	11.5610730593607
MY2693	q75.temp-36mo	12.6130136986301
MY2693	q90.temp-36mo	13.1616438356164
MY2693	max.temp-36mo	13.5764840182648
MY2713	min.temp-36mo	8.52397260273973
MY2713	q10.temp-36mo	9.20308219178082
MY2713	q25.temp-36mo	10.1481164383562
MY2713	mean.temp-36mo	11.3140757710535
MY2713	median.temp-36mo	11.5228310502283
MY2713	q75.temp-36mo	12.5587899543379
MY2713	q90.temp-36mo	13.0990867579909
MY2713	max.temp-36mo	13.5091324200913
MY2741	min.temp-36mo	8.54879328436516
MY2741	q10.temp-36mo	9.2504721930745
MY2741	q25.temp-36mo	10.1888772298006
MY2741	mean.temp-36mo	11.0901535385471
MY2741	median.temp-36mo	11.3667366211962
MY2741	q75.temp-36mo	12.1167366211962
MY2741	q90.temp-36mo	12.496537250787
MY2741	max.temp-36mo	12.8216159496327
MY518	min.temp-36mo	6.08530259365994
MY518	q10.temp-36mo	6.91813640730067
MY518	q25.temp-36mo	7.88868876080692
MY518	mean.temp-36mo	10.0611583566356
MY518	median.temp-36mo	10.0619596541787
MY518	q75.temp-36mo	12.2079971181556
MY518	q90.temp-36mo	13.2820268972142
MY518	max.temp-36mo	13.947934678194
MY679	min.temp-36mo	6.49587628865979
MY679	q10.temp-36mo	7.17154639175258
MY679	q25.temp-36mo	8.09664948453608
MY679	mean.temp-36mo	9.79954640911581
MY679	median.temp-36mo	9.83144329896907
MY679	q75.temp-36mo	11.4966494845361
MY679	q90.temp-36mo	12.3887628865979
MY679	max.temp-36mo	12.9670103092784
MY772	min.temp-36mo	6.49587628865979
MY772	q10.temp-36mo	7.17154639175258
MY772	q25.temp-36mo	8.09664948453608
MY772	mean.temp-36mo	9.79954640911581
MY772	median.temp-36mo	9.83144329896907
MY772	q75.temp-36mo	11.4966494845361
MY772	q90.temp-36mo	12.3887628865979
MY772	max.temp-36mo	12.9670103092784
MY795	min.temp-36mo	6.56429330499469
MY795	q10.temp-36mo	7.23857598299681
MY795	q25.temp-36mo	8.15967056323061
MY795	mean.temp-36mo	9.84441857287706
MY795	median.temp-36mo	9.88097768331562
MY795	q75.temp-36mo	11.5201912858661
MY795	q90.temp-36mo	12.4097768331562
MY795	max.temp-36mo	12.9861849096706
MY920	min.temp-36mo	6.40113636363636
MY920	q10.temp-36mo	7.05761363636364
MY920	q25.temp-36mo	7.94886363636364
MY920	mean.temp-36mo	9.54150561740068
MY920	median.temp-36mo	9.57670454545454
MY920	q75.temp-36mo	11.121875
MY920	q90.temp-36mo	11.9906818181818
MY920	max.temp-36mo	12.5522727272727
N2	min.temp-36mo	6.18418131359852
N2	q10.temp-36mo	6.955467160037
N2	q25.temp-36mo	7.85330712303423
N2	mean.temp-36mo	9.66592982865004
N2	median.temp-36mo	9.65920444033302
N2	q75.temp-36mo	11.4261563367253
N2	q90.temp-36mo	12.4185383903793
N2	max.temp-36mo	13.1145235892692
NIC1	min.temp-36mo	Inf
NIC1	q10.temp-36mo	15.4108875739645
NIC1	q25.temp-36mo	15.67741617357
NIC1	mean.temp-36mo	16.1320005363229
NIC1	median.temp-36mo	16.1021203155819
NIC1	q75.temp-36mo	16.5852317554241
NIC1	q90.temp-36mo	16.8996351084813
NIC1	max.temp-36mo	-Inf
NIC1049	min.temp-36mo	7.65627950897073
NIC1049	q10.temp-36mo	9.02219074598678
NIC1049	q25.temp-36mo	11.1286591123702
NIC1049	mean.temp-36mo	13.360804421724
NIC1049	median.temp-36mo	13.6600566572238
NIC1049	q75.temp-36mo	16.1218130311615
NIC1049	q90.temp-36mo	17.0442870632672
NIC1049	max.temp-36mo	17.5920679886686
NIC1107	min.temp-36mo	9.37732057416268
NIC1107	q10.temp-36mo	9.89692822966507
NIC1107	q25.temp-36mo	11.2542583732057
NIC1107	mean.temp-36mo	13.2980251752035
NIC1107	median.temp-36mo	13.7727272727273
NIC1107	q75.temp-36mo	15.2842105263158
NIC1107	q90.temp-36mo	16.1043827751196
NIC1107	max.temp-36mo	16.6397129186603
NIC1119	min.temp-36mo	5.93298774740811
NIC1119	q10.temp-36mo	6.91311969839774
NIC1119	q25.temp-36mo	8.51024976437323
NIC1119	mean.temp-36mo	13.1896191377855
NIC1119	median.temp-36mo	13.3944863336475
NIC1119	q75.temp-36mo	17.6969604147031
NIC1119	q90.temp-36mo	19.457068803016
NIC1119	max.temp-36mo	20.7206409048068
NIC166	min.temp-36mo	Inf
NIC166	q10.temp-36mo	-6.91589814814815
NIC166	q25.temp-36mo	-6.25178240740741
NIC166	mean.temp-36mo	-5.0517746974853
NIC166	median.temp-36mo	-5.09532407407407
NIC166	q75.temp-36mo	-3.86092592592593
NIC166	q90.temp-36mo	-3.11871296296296
NIC166	max.temp-36mo	-Inf
NIC195	min.temp-36mo	19.0209990749306
NIC195	q10.temp-36mo	19.6529232192414
NIC195	q25.temp-36mo	20.7778214616096
NIC195	mean.temp-36mo	21.7059180873095
NIC195	median.temp-36mo	21.8764107308048
NIC195	q75.temp-36mo	22.8079555966697
NIC195	q90.temp-36mo	23.3376595744681
NIC195	max.temp-36mo	23.936262719704
NIC199	min.temp-36mo	19.0846438482886
NIC199	q10.temp-36mo	19.7135892691952
NIC199	q25.temp-36mo	20.8429463459759
NIC199	mean.temp-36mo	21.7609511788829
NIC199	median.temp-36mo	21.9348288621647
NIC199	q75.temp-36mo	22.8531683626272
NIC199	q90.temp-36mo	23.3777798334875
NIC199	max.temp-36mo	24.0075855689177
NIC2	min.temp-36mo	Inf
NIC2	q10.temp-36mo	15.4108875739645
NIC2	q25.temp-36mo	15.67741617357
NIC2	mean.temp-36mo	16.1320005363229
NIC2	median.temp-36mo	16.1021203155819
NIC2	q75.temp-36mo	16.5852317554241
NIC2	q90.temp-36mo	16.8996351084813
NIC2	max.temp-36mo	-Inf
NIC231	min.temp-36mo	15.6124884366327
NIC231	q10.temp-36mo	15.8976873265495
NIC231	q25.temp-36mo	16.1616327474561
NIC231	mean.temp-36mo	16.5647231433947
NIC231	median.temp-36mo	16.5642923219241
NIC231	q75.temp-36mo	16.9583256244218
NIC231	q90.temp-36mo	17.238177613321
NIC231	max.temp-36mo	17.5438482886216
NIC236	min.temp-36mo	Inf
NIC236	q10.temp-36mo	14.7836126629423
NIC236	q25.temp-36mo	15.8577746741155
